Vertex,Principal_1,Principal_2,Mean,Gaussian
0,0.14293299693674794,0.14293299693674794,0.14293299693674794,0.09373996676147858
1,0.010927513467856574,-0.00802678611063268,0.001450363678611947,-8.77128133275427e-05
2,0.1477801874581376,0.1477801874581376,0.1477801874581376,0.09722331627570743
3,0.010727205594343502,-0.010616797379771163,5.520410728616905e-05,-0.00011388856824629265
4,0.14285168122192274,0.14285168122192274,0.14285168122192274,0.0938280277389092
5,0.012320958936665473,-0.009290483823360984,0.001515237556652245,-0.00011446766968938553
6,0.14264541820189508,0.14264541820189508,0.14264541820189508,0.09411944629170367
7,0.014187074815424052,-0.008178017832521589,0.0030045284914512306,-0.00011602215083185582
8,0.14231856033525642,0.14231856033525642,0.14231856033525642,0.09461733986810995
9,0.01625314374586728,-0.00729693513159297,0.004478104307137154,-0.00011859813559804952
10,0.14188264525796423,0.14188264525796423,0.14188264525796423,0.09533757801993109
11,0.018474592383037447,-0.006621608030885048,0.0059264921760762,-0.00012233150929084847
12,0.14134574210164524,0.14134574210164524,0.14134574210164524,0.09629054654249931
13,0.02080251467518377,-0.006117271444738313,0.007342621615222729,-0.00012725462900125135
14,0.14072040504998634,0.14072040504998634,0.14072040504998634,0.09749698481343427
15,0.02319141909498724,-0.005756910014950465,0.008717254540018388,-0.0001335109128488455
16,0.14001998190160841,0.14001998190160841,0.14001998190160841,0.09897698537157004
17,0.025594099639271995,-0.0055235478906283005,0.010035275874321847,-0.00014137023507503134
18,0.13925651650501153,0.13925651650501153,0.13925651650501153,0.10075371823622675
19,0.027979332519648726,-0.005388311460479269,0.011295510529584728,-0.0001507613580721836
20,0.13844031670030016,0.13844031670030016,0.13844031670030016,0.10285337321799043
21,0.03030395416774388,-0.005351817726695709,0.012476068220524085,-0.00016218123910390598
22,0.13758595237102972,0.13758595237102972,0.13758595237102972,0.10530277986528443
23,0.032540897703696656,-0.005405853639027399,0.01356752203233463,-0.000175911330268747
24,0.13670010093836876,0.13670010093836876,0.13670010093836876,0.10812759615661134
25,0.034654834512772244,-0.005546066657056545,0.014554383927857848,-0.00019219802219709855
