Vertex,Principal_1,Principal_2,Mean,Gaussian
0,16.691443022911336,11.81342029769047,14.252431660300903,197.18303180460475
1,17.681209099624624,10.447245399929503,14.064227249777064,184.71993043124502
2,16.31482085959269,11.30091304139513,13.80786695049391,184.37237182019635
3,10.010114650613637,-0.34475600366806347,4.832679323472787,-3.4510471232046966
4,4.4831505191289285,-0.0014164054936749437,2.2408670568176268,-0.0063499590242662475
5,10.611874541033245,0.0,5.305937270516623,0.0
6,4.483150519128907,-0.0014164054936749437,2.240867056817616,-0.006349959024266246
7,12.286079434059157,-0.000704888878440002,6.142687272590359,-0.008660320752696566
8,3.987562540564772,-8.582701559345374e-05,1.9937383567745892,-0.00034224059234849583
9,7.468107971241065,5.664810166947773,6.566459069094419,42.30541396335009
10,56.394677886852065,-18.74331997095551,18.825678957948277,-1057.0234922922375
11,38.553343733697304,-19.004609368015366,9.77436718284097,-732.6912374897404
12,128.42544593988876,-11.206188036766854,58.60962895156096,-1439.1596959080298
13,35.48397378499064,-11.032036708427539,12.22596853828155,-391.4605013568973
14,51.54463368240752,-18.00078093370102,16.771926374353253,-927.8436592248845
15,89.55520599687586,-11.042760027619323,39.256222984628266,-988.9366490475153
16,31.7465706720607,-15.411822101890673,8.167374285085012,-489.27249954289925
17,68.78119848341343,-11.391084676895066,28.695056903259182,-783.4924561028888
18,38.177343191686745,-12.117988870009675,13.029677160838535,-462.6326198833996
19,51.44614204062907,-13.797227520768349,18.82445725993036,-709.8141268003247
20,52.829407639739586,-16.687489403723834,18.070959118007874,-881.5901801931611
21,38.62855615189507,-12.567822971127047,13.030366590384013,-485.4768553472578
22,4.552098758918232,-1.6145645148663794,1.4687671220259264,-7.349657124316663
23,4.869475220608765,-1.5124444376666215,1.6785153914710715,-7.364810711765172
24,9.941858218905562,-1.7438666499076598,4.098995784498951,-17.337274986059782
25,6.59087014165009,-2.416420822293858,2.087224659678116,-15.926315847318147
26,4.429437890903888,-1.7922677973790235,1.3185850467624323,-7.938738892357498
27,8.157699032591475,-1.1012446685902009,3.5282271820006375,-8.983622567604801
28,4.561721875181784,-0.605994495875293,1.9778636896532455,-2.764378348074082
29,4.377014219714303,-2.298153673421666,1.0394302731463185,-10.059051307655292
30,9.535595281835823,-1.7529675034843741,3.8913138891757244,-16.715588655437124
31,3.9831577550754864,1.1534070506642924,2.5682824028698894,4.594202238612221
32,4.460802183251527,0.3363237536491952,2.398562968450361,1.5002737345576787
33,4.388473249202988,0.6687687987985007,2.5286210240007447,2.934873983428836
34,2.58426315680202,-2.2782956113921373,0.15298377270494132,-5.887715408824432
35,30.234232736262562,-2.4527265323536938,13.890753101954434,-74.15630481758785
36,33.11513817174823,-3.347923281842789,14.88360744495272,-110.86694206663675
37,2.8241326726005846,-2.128665774566617,0.34773344901698394,-6.011634563000213
38,26.151706180511958,-1.8228089325031842,12.164448624004386,-47.66956362603595
39,33.93518338336667,-3.751262950857706,15.091960216254483,-127.29979615658543
40,2.4238536823070533,-2.1906735923808616,0.11659004496309588,-5.309872253625173
41,35.313028666662746,-2.417905294557354,16.447561686052698,-85.38355897997938
42,33.27220483763064,-4.331288520092171,14.470458158769235,-144.11151885138477
43,2.4722821979475906,-1.069199263604536,0.7015414671715272,-2.643362305468168
44,50.08021719439308,-4.120298456271783,22.979959369060648,-206.34544159581344
45,43.21820851457736,-3.517796944620528,19.850205784978417,-152.03288186455322
46,45.725338968465834,-4.085679805429926,20.819829581517954,-186.8190940198989
47,2.5432207501173387,-1.1032138856325737,0.7200034322423826,-2.8057164457583377
48,38.50818011177327,-4.10848012937841,17.19984999119743,-158.21009280774533
49,27.80834089749107,-4.536384626179059,11.635978135656005,-126.14933012692488
50,2.6211086658731757,-1.4467821322515622,0.5871632668108069,-3.792173184475041
51,85.78081429655109,-4.804370574641759,40.48822186095466,-412.1228200751592
52,5.764083449482998,1.9165499527421843,3.840316701112591,11.047153862708647
53,5.409702662643962,0.5728350163163012,2.9912688394801314,3.0988671130219916
54,7.4264044184886915,2.166543746717644,4.796474082603168,16.089630053472955
55,6.564516069093203,0.6189239044557957,3.5917199867744998,4.062935916345978
56,3.943332541715712,2.6914132258300896,3.317372883772901,10.613137356619852
57,6.750533705606223,1.5949870270397004,4.1727603663229615,10.767013686036162
58,5.096029918428424,0.5742660959483938,2.8351480071884088,2.9264772060921045
59,6.750533705605655,1.594987027040268,4.1727603663229615,10.767013686039087
60,5.882052983387631,0.46807721050836903,3.175065096948,2.7532549525265115
61,5.448665724136794,1.9383988649813342,3.693532294559064,10.56168745532946
62,6.931179877769667,1.9917313170833215,4.461455597426494,13.805048026891594
63,11.736651417195828,0.8549445940828964,6.295798005639362,10.034186681766942
64,8.150402986710109,0.2942939407564764,4.222348463733293,2.3986142137122712
65,7.734440675805232,0.33131108999651016,4.032875882900871,2.5625059708143745
66,11.753620959375816,0.888163079480937,6.320892019428377,10.439132186330912
67,5.908485241111581,3.220426139247173,4.564455690179377,19.027840313831874
68,10.032299678681124,0.5732665647933377,5.302783121737231,5.7511819737748295
69,10.857674442611799,0.5674818010839973,5.712578121847898,6.161532648277027
70,4.412381015892891,3.0651248439983165,3.738752929945604,13.524498672999831
71,7.725288744226447,0.602672786713137,4.163980765469792,4.655821295646581
72,5.461056330665262,1.7099023585844124,3.5854793446248374,9.337873100166869
73,7.9347970544395725,0.5054454822452228,4.220121268342398,4.010607323699184
74,4.865345566617741,2.512015077343415,3.688680321980578,12.221821419829705
75,7.8190444353691655,2.2138108627634017,5.016427649066284,17.309885507449987
